citedby,persNo,pubID,title,year
32,3140,33845762370,"Active ammonia transport and excretory nitrogen metabolism in the climbing perch, Anabas testudineus, during 4 days of emersion or 10 minutes of forced exercise on land",2006
3,3140,33749658582,"Intermediary metabolism in mudskippers, Periophthalmodon schlosseri and Boleophthalmus boddarti, during immersion or emersion",2006
24,3140,33747052575,"Metabolic organization of freshwater, euryhaline, and marine elasmobranchs: Implications for the evolution of energy metabolism in sharks and rays",2006
17,3140,33744912996,Microanatomy and ultrastructure of the kidney of the African lungfish Protopterus dolloi,2006
11,3140,33744911667,Light induces an increase in the pH of and a decrease in the ammonia concentration in the extrapallial fluid of the giant clam Tridacna squamosa,2006
44,3140,33645296571,The accumulation of methylamine counteracting solutes in elasmobranchs with differing levels of urea: A comparison of marine and freshwater species,2006
19,3140,33644613290,"Exposure to brackish water, upon feeding, leads to enhanced conservation of nitrogen and increased urea synthesis and retention in the Asian freshwater stingray Himantura signifer",2006
42,3140,77956759941,Nitrogen Excretion And Defense Against Ammonia Toxicity,2005
8,3140,30744445429,"Increases in urea synthesis and the ornithine-urea cycle capacity in the giant African snail, Achatina fulica, during fasting or aestivation, or after the injection with ammonium chloride",2005
28,3140,30744472623,The interplay of increased urea synthesis and reduced ammonia production in the african lungfish Protopterus aethiopicus during 46 days of aestivation in a mucus cocoon,2005
28,3140,27744562511,Greatly elevated urea excretion after air exposure appears to be carrier mediated in the slender lungfish (Protopterus dolloi),2005
51,3140,26644452973,NO modulation of myocardial performance in fish hearts,2005
24,3140,27644483813,An investigation of the role of carbonic anhydrase in aquatic and aerial gas transfer in the African lungfish Protopterus dolloi,2005
31,3140,13144279106,"Nitrogen metabolism and excretion in the swamp eel, Monopterus albus, during 6 or 40 days of estivation in mud",2005
11,3140,21044439870,Marine (Taeniura lymma) and freshwater (Himantura signifer) elasmobranchs synthesize urea for osmotic water retention,2005
11,3140,21044459555,The African sharptooth catfish Clarias gariepinus can tolerate high levels of ammonia in its tissues and organs during four days of aerial exposure,2005
19,3140,22944476126,Ventricle and outflow tract of the African lungfish Protopterus dolloi,2005
4,3140,22044451573,The effect of temperature acclimation on myocardial ?-adrenoceptor density and ligand binding affinity in African catfish (Claris gariepinus),2005
15,3140,20544478471,Changes in salinity and ionic compositions can act as environmental signals to induce a reduction in ammonia production in the African lungfish Protopterus dolloi,2005
26,3140,19944376832,Circulating catecholamines and cardiorespiratory responses in hypoxic lungfish (Protopterus dolloi): A comparison of aquatic and aerial hypoxia,2005
40,3140,19644388172,"Ornithine-urea cycle and urea synthesis in African lungfishes, Protopterus aethiopicus and Protopterus annectens, exposed to terrestrial conditions for six days",2005
35,3140,20444436857,"Chronic and acute ammonia toxicity in mudskippers, Periophthalmodon schlosseri and Boleophthalmus boddaerti: Brain ammonia and glutamine contents, and effects of methionine sulfoximine and MK801",2005
5,3140,23944440604,Ammonia tolerance in the slender lungfish (Protopterus dolloi): The importance of environmental acidification,2005
14,3140,18044379190,"Effects of intra-peritoneal injection with NH<inf>4</inf>Cl, urea, or NH<inf>4</inf>Cl+urea on nitrogen excretion and metabolism in the African lungfish Protopterus dolloi",2005
14,3140,14344257950,"The African Lungfish, Protopterus dolloi, detoxifies ammonia to urea during environmental ammonia exposure",2005
12,3140,12244254687,Heart inflow tract of the African lungfish Protopterus dolloi,2005
9,3140,13144252271,"Exposure to air, but not seawater, increases the glutamine content and the glutamine synthetase activity in the marsh clam Polymesoda expansa",2004
11,3140,9244226012,"Nitrogen metabolism and excretion in Allenbatrachus grunniens (L): Effects of variable salinity, confinement, high pH and ammonia loading",2004
51,3140,6344244633,Defences against ammonia toxicity in tropical air-breathing fishes exposed to high concentrations of environmental ammonia: A review,2004
21,3140,6344277420,"The ammonotelic African lungfish, Protopterus dolloi, increases the rate of urea synthesis and becomes ureotelic after feeding",2004
22,3140,11144334622,Strategies adopted by the mudskipper Boleophthalmus boddaerti to survive sulfide exposure in normoxia or hypoxia,2004
27,3140,7444229061,"Air breathing and ammonia excretion in the giant mudskipper, Periophthalmodon schlosseri",2004
67,3140,6344238909,"Five tropical air-breathing fishes, six different strategies to defend against ammonia toxicity on land",2004
17,3140,5444261333,Postprandial increases in nitrogenous excretion and urea synthesis in the giant mudskipper Periophthalmodon schlosseri,2004
20,3140,3442880157,"The crab-eating frog, Rana cancrivora, up-regulates hepatic carbamoyl phosphate synthetase I activity and tissue osmolyte levels in response to increased salinity",2004
47,3140,4143056947,Strategies for surviving high concentrations of environmental ammonia in the swamp eel Monopterus albus,2004
22,3140,3042569780,Dogmas and controversies in the handling of nitrogenous wastes: Ammonia tolerance in the oriental weatherloach Misgurnus anguillicaudatus,2004
13,3140,1942456543,Effects of peritoneal injection of NH<inf>4</inf>HCO<inf>3</inf> on nitrogen excretion and metabolism in the swamp eel Monopterus albus - Increased ammonia excretion with an induction of glutamine synthetase activity,2004
5,3140,1642337376,"Excretory nitrogen metabolism in the Chinese fire-belly newt Cynops orientalis in water, on land, or in high concentrations of environmental ammonia",2004
23,3140,2342484344,African sharptooth catfish Clarias gariepinus Does not detoxify ammonia to urea or amino acids but actively excretes ammonia during exposure to environmental ammonia,2004
83,3140,1342330959,Nitrogen metabolism in the African lungfish (Protopterus dolloi) aestivating in a mucus cocoon on land,2004
42,3140,1342267106,The giant mudskipper Periophthalmodon schlosseri facilitates active NH <inf>4</inf><sup>+</sup> excretion by increasing acid excretion and decreasing NH<inf>3</inf> permeability in the skin,2004
17,3140,242275413,A comparison of the effects of environmental ammonia exposure on the Asian freshwater stingray Himantura signifer and the Amazonian freshwater stingray Potamotrygon motoro,2003
64,3140,242307221,Urea synthesis in the African lungfish Protopterus dolloi - Hepatic carbamoyl phosphate synthetase III and glutamine synthetase are upregulated by 6 days of aerial exposure,2003
40,3140,42239583,The osmotic response of the Asian freshwater stingray (Himantura signifer) to increased salinity: A comparison with marine (Taeniura lymma) and Amazonian freshwater (Potamotrygon motoro) stingrays,2003
49,3140,42769213,The swamp eel Monopterus albus reduces endogenous ammonia production and detoxifies ammonia to glutamine during 144 h of aerial exposure,2003
34,3140,38817919,Alkaline environmental pH has no effect on ammonia excretion in the mudskipper Periophthalmodon schlosseri but inhibits ammonia excretion in the related species Boleophthalmus boddaerti,2003
32,3140,37329893,"The snakehead Channa asiatica accumulates alanine during aerial exposure, but is incapable of sustaining locomotory activities on land through partial amino acid catabolism",2003
2,3140,346037214,Excretory nitrogen metabolism in the juvenile axolotl Ambystoma mexicanum: Differences in aquatic and terrestrial environments,2002
56,3140,36321969,Accumulation of ammonia in the body and NH<inf>3</inf> volatilization from alkaline regions of the body surface during ammonia loading and exposure to air in the weather loach Misgurnus anguillicaudatus,2002
68,3140,36023239,"Glutamine synthetase expression in liver, muscle, stomach and intestine of Bostrichthys sinensis in response to exposure to a high exogenous ammonia concentration",2002
67,3140,35745557,Reduction in the rates of protein and amino acid catabolism to slow down the accumulation of endogenous ammonia: A strategy potentially adopted by mudskippers (Periophthalmodon schlosseri and Boleophthalmus boddaerti) during aerial exposure in constant darkness,2001
176,3140,35649018782,"Ammonia toxicity, tolerance, and excretion",2001
56,3140,35745558,Partial amino acid catabolism leading to the formation of alanine in Periophthalmodon schlosseri (mudskipper): A strategy that facilitates the use of amino acids as an energy source during locomotory activity on land,2001
56,3140,34933299,The sleeper Bostrichthys sinensis (Family eleotridae) stores glutamine and reduces ammonia production during aerial exposure,2001
51,3140,35068094,The loach Misgurnus anguillicaudatus reduces amino acid catabolism and accumulates alanine and glutamine during aerial exposure,2001
51,3140,33673626,Metabolic adjustments in the common carp during prolonged hypoxia,2000
0,3140,34238419,"L-Cysteine is a competitive inhibitor of pyruvate kinase from the intertidal sipunculan, Phascolosoma arcuatum",2000
128,3140,33845015,Immunolocalization of ion-transport proteins to branchial epithelium mitochondria-rich cells in the mudskipper (Periophthalmodon schlosseri),2000
107,3140,33380667,"The mudskipper, Periophthalmodon schlosseri, actively transports NH<inf>4</inf>/<sup>+</sup> against a concentration gradient",1999
5,3140,32826192,Free amino acids and osmoregulation in the intertidal pulmonate Onchidium tumidium,1999
88,3140,33009548,The marble goby Oxyeleotris marmoratus activates hepatic glutamine synthetase and detoxifies ammonia to glutamine during air exposure,1999
79,3140,2620885,"The mudskippers Periophthalmodon schlosseri and Boleophthalmus boddaerti can tolerate environmental NH<inf>3</inf> concentrations of 446 and 36 ?M, respectively",1998
6,3140,32193148,Cyanide exposure affects the production and excretion of ammonia by the mudskipper Boleophthalmus boddaerti,1998
38,3140,31856398,"Free amino acids and energy metabolism in eggs and larvae of sea bass, Lates calcarifer",1998
39,3140,31984332,The mudskipper Periophthalmodon schlosseri respires more efficiently on land than in water and vice versa for Boleophthalmus boddaerti,1998
1,3140,31529923,"Distribution of pyruvate oxidoreductases in three body parts of the intertidal sipunculid, Phascolosoma arcuatum",1997
6,3140,30954509,Detoxification of environmental sulfide to sulfane sulfur in the intertidal sipunculid Phascolosoma arcuatum,1997
7,3140,29759640,Survival of the intertidal pulmonate Onchidium tumidium during short term and long term anoxic stress,1996
14,3140,1262625,Different physiological functions of free D- and L-alanine in three body parts of the intertidal sipunculid Phascolosoma arcuatum,1996
9,3140,28140979,Ammonia production and kinetic properties of glutamate dehydrogenase in the sipinculid Phascolosoma arcuatum exposed to anoxia,1994
